chargeback_id,transaction_id,chargeback_date,reason,chargeback_amount
CB003762,T0118556,2023-03-09,Customer Dispute,48.49
CB003763,T0057753,2023-02-26,Customer Dispute,476.45
CB003764,T0166357,2023-01-20,Customer Dispute,489.92
CB003765,T0023588,2024-04-02,Customer Dispute,90.59
CB003766,T0044230,2024-06-11,Customer Dispute,33.15
CB003767,T0015263,2023-09-05,Duplicate Transaction,386.97
CB003768,T0160203,2023-03-24,Customer Dispute,141.82
CB003769,T0119429,2023-11-28,Duplicate Transaction,118.77
CB003770,T0151917,2023-04-08,Customer Dispute,330.67
CB003771,T0017246,2023-03-23,Fraud,30.61
CB003772,T0034243,2024-01-27,Customer Dispute,215.63
CB003773,T0179447,2023-02-11,Duplicate Transaction,86.56
CB003774,T0096435,2023-04-25,Customer Dispute,49.94
CB003775,T0158131,2023-03-14,Fraud,426.58
CB003776,T0156733,2023-04-26,Duplicate Transaction,370.53
CB003777,T0116173,2023-08-03,Fraud,208.57
CB003778,T0165017,2023-01-29,Duplicate Transaction,361.6
CB003779,T0161747,2023-12-28,Fraud,304.79
CB003780,T0086928,2024-04-19,Customer Dispute,152.55
CB003781,T0127190,2024-06-11,Fraud,204.55
CB003782,T0111254,2023-11-29,Duplicate Transaction,85.53
CB003783,T0002957,2023-07-29,Fraud,497.82
CB003784,T0096098,2023-04-26,Fraud,11.25
CB003785,T0192862,2023-02-21,Customer Dispute,298.46
CB003786,T0160823,2023-06-04,Fraud,8.64
CB003787,T0099544,2023-10-25,Customer Dispute,33.56
CB003788,T0078623,2023-01-25,Fraud,468.66
CB003789,T0144996,2023-04-29,Duplicate Transaction,457.62
CB003790,T0192879,2023-12-22,Fraud,98.64
CB003791,T0191941,2024-01-26,Fraud,140.54
CB003792,T0042658,2023-05-06,Customer Dispute,173.82
CB003793,T0015001,2024-05-19,Fraud,139.16
CB003794,T0024628,2024-01-04,Customer Dispute,315.63
CB003795,T0033316,2024-04-22,Customer Dispute,110.96
CB003796,T0057387,2023-11-03,Fraud,256.76
CB003797,T0069472,2023-01-27,Customer Dispute,120.28
CB003798,T0161219,2024-05-04,Customer Dispute,187.12
CB003799,T0085004,2023-04-03,Fraud,220.1
CB003800,T0145413,2023-02-14,Duplicate Transaction,461.9
CB003801,T0183798,2024-05-27,Fraud,478.66
CB003802,T0108720,2023-02-10,Fraud,462.54
CB003803,T0163560,2024-03-08,Customer Dispute,496.82
CB003804,T0003696,2023-11-25,Fraud,434.96
CB003805,T0038308,2024-02-16,Customer Dispute,71.76
CB003806,T0144882,2023-11-11,Fraud,478.0
CB003807,T0192785,2024-04-20,Fraud,188.89
CB003808,T0168320,2024-06-15,Fraud,321.97
CB003809,T0076148,2024-05-14,Fraud,41.59
CB003810,T0078339,2023-02-01,Fraud,492.39
CB003811,T0172609,2024-07-12,Customer Dispute,488.15
CB003812,T0019464,2024-03-21,Customer Dispute,452.23
CB003813,T0082375,2023-11-12,Customer Dispute,404.85
CB003814,T0042251,2023-10-07,Customer Dispute,36.5
CB003815,T0089893,2023-12-26,Fraud,467.06
CB003816,T0121096,2023-06-30,Duplicate Transaction,144.12
CB003817,T0038404,2023-09-02,Fraud,83.15
CB003818,T0089979,2023-04-26,Customer Dispute,247.13
CB003819,T0113302,2023-02-15,Customer Dispute,469.54
CB003820,T0086107,2023-10-07,Customer Dispute,217.75
CB003821,T0198692,2024-04-02,Customer Dispute,26.47
CB003822,T0193125,2024-05-24,Customer Dispute,437.63
CB003823,T0065973,2023-05-23,Fraud,222.86
CB003824,T0186871,2023-01-21,Customer Dispute,381.48
CB003825,T0067768,2023-06-24,Fraud,346.81
CB003826,T0166292,2023-06-20,Fraud,274.65
CB003827,T0174180,2023-08-06,Customer Dispute,116.37
CB003828,T0158398,2023-06-10,Fraud,83.5
CB003829,T0189681,2023-01-30,Customer Dispute,288.44
CB003830,T0093037,2024-02-05,Customer Dispute,278.9
CB003831,T0126318,2024-05-06,Fraud,150.9
CB003832,T0011472,2023-01-17,Fraud,422.44
CB003833,T0077136,2023-05-06,Fraud,191.88
CB003834,T0099620,2024-06-28,Fraud,496.79
CB003835,T0073215,2024-01-13,Fraud,61.46
CB003836,T0152092,2023-08-07,Fraud,136.45
CB003837,T0017984,2024-01-15,Fraud,426.36
CB003838,T0096508,2023-12-09,Customer Dispute,484.46
CB003839,T0016097,2023-10-12,Fraud,280.37
CB003840,T0192936,2023-04-15,Fraud,449.4
CB003841,T0127454,2023-07-03,Duplicate Transaction,495.38
CB003842,T0104837,2023-11-30,Fraud,117.23
CB003843,T0116248,2023-03-27,Fraud,289.2
CB003844,T0002376,2023-06-30,Duplicate Transaction,165.18
CB003845,T0081805,2024-04-16,Customer Dispute,456.91
CB003846,T0148632,2023-11-16,Customer Dispute,178.61
CB003847,T0054332,2024-01-31,Duplicate Transaction,39.36
CB003848,T0044772,2024-03-02,Customer Dispute,171.0
CB003849,T0072961,2023-05-07,Duplicate Transaction,80.76
CB003850,T0022608,2023-03-29,Customer Dispute,468.28
CB003851,T0177941,2024-05-05,Customer Dispute,423.79
CB003852,T0061420,2024-01-12,Fraud,111.22
CB003853,T0009576,2024-04-27,Customer Dispute,160.99
CB003854,T0114994,2023-12-24,Customer Dispute,38.16
CB003855,T0009990,2023-07-26,Fraud,184.08
CB003856,T0127524,2023-01-17,Customer Dispute,147.98
CB003857,T0098424,2023-11-04,Fraud,59.91
CB003858,T0079288,2023-04-08,Customer Dispute,428.3
CB003859,T0106184,2023-11-19,Customer Dispute,483.05
CB003860,T0084402,2024-07-19,Fraud,53.97
CB003861,T0061536,2023-02-04,Fraud,345.13
CB003862,T0102039,2023-05-06,Fraud,144.98
CB003863,T0029707,2023-08-19,Customer Dispute,479.99
CB003864,T0041758,2024-04-27,Customer Dispute,442.33
CB003865,T0114862,2023-08-07,Customer Dispute,281.03
CB003866,T0180316,2023-02-28,Fraud,487.54
CB003867,T0065474,2023-10-18,Fraud,67.62
CB003868,T0095549,2024-04-26,Customer Dispute,445.93
CB003869,T0087191,2023-03-19,Duplicate Transaction,494.77
CB003870,T0145024,2023-10-03,Fraud,316.02
CB003871,T0113773,2023-11-26,Customer Dispute,344.39
CB003872,T0151305,2023-06-26,Fraud,63.32
CB003873,T0135667,2023-03-02,Fraud,425.77
CB003874,T0101515,2024-03-12,Fraud,64.05
CB003875,T0151074,2023-08-18,Duplicate Transaction,312.87
CB003876,T0098852,2024-06-13,Fraud,90.95
CB003877,T0080187,2023-05-21,Fraud,178.03
CB003878,T0197598,2023-08-02,Customer Dispute,399.63
CB003879,T0154905,2024-05-21,Fraud,77.34
CB003880,T0136521,2023-04-14,Fraud,270.75
CB003881,T0089771,2024-03-09,Customer Dispute,224.31
CB003882,T0133214,2024-01-15,Customer Dispute,102.29
CB003883,T0041441,2023-06-22,Fraud,236.67
CB003884,T0163650,2023-10-24,Fraud,170.36
CB003885,T0116823,2024-01-16,Duplicate Transaction,91.07
CB003886,T0163558,2024-03-10,Customer Dispute,178.14
CB003887,T0082903,2024-03-27,Customer Dispute,311.73
CB003888,T0092119,2024-07-05,Customer Dispute,50.23
CB003889,T0175743,2023-12-30,Fraud,469.19
CB003890,T0098988,2024-06-13,Fraud,142.07
CB003891,T0103577,2024-07-09,Fraud,212.52
CB003892,T0058886,2023-05-14,Customer Dispute,445.69
CB003893,T0050865,2023-05-31,Customer Dispute,33.08
CB003894,T0158889,2023-01-21,Customer Dispute,183.68
CB003895,T0124525,2023-05-04,Fraud,326.09
CB003896,T0051359,2023-08-12,Fraud,92.7
CB003897,T0125707,2024-05-24,Customer Dispute,91.98
CB003898,T0108088,2023-08-10,Customer Dispute,379.91
CB003899,T0111374,2024-04-05,Customer Dispute,407.02
CB003900,T0049695,2023-11-17,Customer Dispute,335.63
CB003901,T0098954,2023-08-24,Customer Dispute,353.06
CB003902,T0183111,2023-10-27,Fraud,400.34
CB003903,T0012622,2024-05-15,Fraud,205.3
CB003904,T0153902,2024-05-25,Customer Dispute,302.25
CB003905,T0139413,2023-07-15,Customer Dispute,139.51
CB003906,T0043875,2023-12-24,Customer Dispute,386.42
CB003907,T0136876,2023-02-18,Duplicate Transaction,274.17
CB003908,T0131252,2023-09-28,Duplicate Transaction,253.25
CB003909,T0154446,2024-04-04,Duplicate Transaction,478.57
CB003910,T0179331,2024-06-03,Fraud,24.26
CB003911,T0144890,2024-03-15,Fraud,301.75
CB003912,T0026624,2024-01-11,Fraud,134.06
CB003913,T0110978,2023-07-27,Duplicate Transaction,140.99
CB003914,T0196852,2024-06-01,Fraud,364.29
CB003915,T0145231,2023-07-14,Customer Dispute,133.59
CB003916,T0030731,2024-02-19,Fraud,497.48
CB003917,T0045237,2023-08-08,Fraud,35.98
CB003918,T0079577,2023-04-02,Customer Dispute,333.9
CB003919,T0089410,2024-04-24,Customer Dispute,408.48
CB003920,T0039413,2024-06-04,Fraud,118.01
CB003921,T0106368,2023-03-08,Customer Dispute,29.85
CB003922,T0164230,2024-06-22,Fraud,324.92
CB003923,T0140425,2024-01-10,Fraud,81.1
CB003924,T0182901,2023-11-26,Fraud,363.29
CB003925,T0176829,2023-09-08,Fraud,116.07
CB003926,T0085849,2024-03-30,Customer Dispute,54.21
CB003927,T0153596,2024-03-06,Customer Dispute,201.16
CB003928,T0165922,2023-06-13,Customer Dispute,445.05
CB003929,T0027875,2023-04-24,Fraud,436.47
CB003930,T0133039,2024-03-06,Duplicate Transaction,333.53
CB003931,T0071733,2023-09-21,Duplicate Transaction,314.54
CB003932,T0041804,2023-06-26,Fraud,28.43
CB003933,T0088740,2024-06-22,Duplicate Transaction,113.34
CB003934,T0029983,2024-01-22,Duplicate Transaction,440.44
CB003935,T0023468,2023-08-07,Fraud,135.76
CB003936,T0148315,2023-12-19,Customer Dispute,89.81
CB003937,T0179128,2023-07-09,Fraud,293.99
CB003938,T0063951,2023-09-13,Fraud,313.76
CB003939,T0175061,2023-12-21,Customer Dispute,203.55
CB003940,T0199977,2024-01-31,Customer Dispute,440.33
CB003941,T0004905,2023-08-01,Duplicate Transaction,100.38
CB003942,T0125882,2024-03-16,Fraud,51.74
CB003943,T0127184,2023-04-01,Fraud,289.36
CB003944,T0161143,2023-04-21,Fraud,48.81
CB003945,T0177193,2023-05-17,Duplicate Transaction,91.76
CB003946,T0018122,2023-10-31,Duplicate Transaction,167.85
CB003947,T0010829,2023-04-14,Customer Dispute,441.96
CB003948,T0160414,2023-10-06,Fraud,365.89
CB003949,T0176814,2024-05-01,Fraud,358.48
CB003950,T0129676,2023-08-20,Fraud,313.57
CB003951,T0136227,2023-06-12,Duplicate Transaction,316.35
CB003952,T0072891,2024-07-01,Fraud,404.84
CB003953,T0027771,2023-08-02,Fraud,10.98
CB003954,T0137545,2023-06-29,Customer Dispute,455.79
CB003955,T0077387,2023-11-27,Customer Dispute,296.85
CB003956,T0127990,2023-10-20,Fraud,224.79
CB003957,T0195541,2024-02-21,Customer Dispute,356.52
CB003958,T0039301,2024-04-21,Fraud,404.53
CB003959,T0099637,2024-01-02,Fraud,39.53
CB003960,T0166038,2023-08-29,Duplicate Transaction,397.71
CB003961,T0133043,2024-06-19,Duplicate Transaction,318.36
CB003962,T0103421,2024-01-13,Customer Dispute,320.53
CB003963,T0071778,2023-09-02,Fraud,309.86
CB003964,T0053231,2023-09-25,Customer Dispute,78.88
CB003965,T0127361,2023-06-14,Fraud,283.35
CB003966,T0031709,2024-06-07,Customer Dispute,489.24
CB003967,T0035304,2023-01-13,Fraud,488.57
CB003968,T0136187,2023-10-01,Customer Dispute,11.67
CB003969,T0153643,2023-12-01,Customer Dispute,369.58
CB003970,T0051252,2023-11-01,Fraud,268.94
CB003971,T0065396,2023-12-17,Customer Dispute,249.79
CB003972,T0094671,2023-10-06,Fraud,134.18
CB003973,T0181635,2023-05-22,Duplicate Transaction,434.51
CB003974,T0182218,2023-08-03,Fraud,447.47
CB003975,T0175694,2023-04-03,Fraud,302.51
CB003976,T0083719,2024-01-14,Fraud,126.28
CB003977,T0180397,2023-07-03,Customer Dispute,460.84
CB003978,T0072900,2023-12-30,Fraud,332.65
CB003979,T0095706,2024-03-28,Customer Dispute,108.61
CB003980,T0041926,2024-03-25,Customer Dispute,334.42
CB003981,T0136982,2023-10-24,Customer Dispute,288.93
CB003982,T0046471,2023-07-06,Customer Dispute,452.2
CB003983,T0132586,2023-02-09,Customer Dispute,37.83
CB003984,T0011639,2023-03-05,Duplicate Transaction,251.84
CB003985,T0121957,2023-12-28,Duplicate Transaction,30.46
CB003986,T0019917,2023-06-04,Fraud,292.39
CB003987,T0057722,2023-09-24,Customer Dispute,350.34
CB003988,T0198370,2023-11-26,Fraud,486.09
CB003989,T0032436,2024-04-20,Customer Dispute,275.14
CB003990,T0089661,2023-06-28,Fraud,294.19
CB003991,T0181867,2024-03-05,Fraud,330.47
CB003992,T0074057,2023-04-12,Fraud,70.13
CB003993,T0055685,2023-07-10,Duplicate Transaction,177.34
CB003994,T0188195,2024-01-01,Duplicate Transaction,15.96
CB003995,T0025987,2023-11-15,Customer Dispute,483.26
CB003996,T0037491,2023-09-06,Fraud,368.86
CB003997,T0101896,2023-05-16,Fraud,306.74
CB003998,T0060744,2023-09-07,Fraud,64.47
CB003999,T0036365,2023-02-17,Fraud,212.48
CB004000,T0045213,2023-06-02,Customer Dispute,282.36
CB004001,T0099338,2023-07-06,Fraud,125.23
CB004002,T0058864,2023-07-12,Customer Dispute,268.24
CB004003,T0071453,2023-10-27,Customer Dispute,185.89
CB004004,T0190405,2023-10-05,Fraud,33.08
CB004005,T0049285,2024-07-20,Fraud,177.64
CB004006,T0091228,2024-01-24,Customer Dispute,494.75
CB004007,T0066245,2023-04-24,Customer Dispute,107.43
CB004008,T0181095,2023-08-22,Customer Dispute,273.87
CB004009,T0179484,2023-12-09,Customer Dispute,325.44
CB004010,T0136518,2024-06-13,Fraud,182.95
CB004011,T0144687,2023-09-12,Fraud,164.13
CB004012,T0164685,2023-11-10,Customer Dispute,58.88
CB004013,T0017395,2023-05-26,Customer Dispute,450.74
CB004014,T0002768,2023-02-06,Fraud,438.37
CB004015,T0041841,2023-10-06,Fraud,112.14
CB004016,T0016654,2023-05-04,Duplicate Transaction,344.36
CB004017,T0162362,2023-04-07,Customer Dispute,14.89
CB004018,T0195886,2024-01-30,Fraud,133.33
CB004019,T0062615,2024-05-10,Customer Dispute,331.84
CB004020,T0090763,2024-01-11,Fraud,391.62
CB004021,T0162145,2024-02-18,Duplicate Transaction,248.15
CB004022,T0080106,2024-05-05,Duplicate Transaction,350.69
CB004023,T0196751,2024-07-05,Fraud,66.75
CB004024,T0153885,2023-08-16,Fraud,285.39
CB004025,T0074277,2024-01-28,Fraud,257.32
CB004026,T0035836,2024-03-01,Fraud,261.22
CB004027,T0119308,2023-04-09,Customer Dispute,326.95
CB004028,T0005395,2024-04-16,Fraud,227.76
CB004029,T0157429,2024-03-24,Customer Dispute,320.92
CB004030,T0148907,2023-11-17,Duplicate Transaction,80.32
CB004031,T0092102,2023-06-28,Customer Dispute,196.17
CB004032,T0142089,2023-03-24,Fraud,279.14
CB004033,T0076310,2023-05-31,Duplicate Transaction,398.01
CB004034,T0065845,2023-04-01,Customer Dispute,74.87
CB004035,T0178935,2024-04-24,Fraud,193.15
CB004036,T0173717,2023-04-26,Duplicate Transaction,473.15
CB004037,T0013872,2023-10-16,Customer Dispute,117.36
CB004038,T0123581,2023-04-07,Customer Dispute,162.47
CB004039,T0140038,2023-02-10,Customer Dispute,294.83
CB004040,T0093159,2023-11-26,Fraud,240.85
CB004041,T0180408,2023-02-09,Duplicate Transaction,70.45
CB004042,T0006214,2024-01-17,Customer Dispute,142.22
CB004043,T0052918,2023-07-20,Fraud,317.3
CB004044,T0024807,2023-10-23,Customer Dispute,28.4
CB004045,T0197248,2023-09-05,Duplicate Transaction,328.92
CB004046,T0096569,2023-06-04,Fraud,68.15
CB004047,T0041891,2023-06-17,Customer Dispute,237.89
CB004048,T0152801,2024-02-06,Fraud,294.5
CB004049,T0194413,2024-06-11,Customer Dispute,221.12
CB004050,T0188324,2023-08-16,Customer Dispute,116.12
CB004051,T0153399,2024-06-16,Customer Dispute,109.95
CB004052,T0003464,2023-04-06,Fraud,427.67
CB004053,T0168871,2023-08-21,Customer Dispute,21.33
CB004054,T0100715,2023-05-19,Customer Dispute,111.4
CB004055,T0108019,2024-04-13,Duplicate Transaction,246.79
CB004056,T0113448,2024-03-22,Fraud,80.49
CB004057,T0052224,2023-05-24,Fraud,177.77
CB004058,T0083966,2023-11-04,Duplicate Transaction,25.26
CB004059,T0048885,2023-05-20,Fraud,302.46
CB004060,T0002450,2023-02-12,Customer Dispute,488.05
CB004061,T0197590,2024-04-30,Customer Dispute,470.69
CB004062,T0152549,2023-03-14,Fraud,295.53
CB004063,T0106194,2023-10-10,Customer Dispute,195.38
CB004064,T0037073,2024-03-06,Customer Dispute,24.35
CB004065,T0081091,2023-12-24,Customer Dispute,69.06
CB004066,T0198077,2023-07-04,Duplicate Transaction,244.68
CB004067,T0034515,2023-10-10,Customer Dispute,52.64
CB004068,T0194469,2024-04-13,Customer Dispute,266.95
CB004069,T0182773,2024-06-15,Customer Dispute,372.76
CB004070,T0181427,2023-11-17,Fraud,163.57
CB004071,T0139068,2024-03-24,Duplicate Transaction,452.74
CB004072,T0046839,2024-02-03,Duplicate Transaction,334.58
CB004073,T0087537,2024-07-12,Customer Dispute,497.3
CB004074,T0159148,2023-02-25,Fraud,374.69
CB004075,T0071990,2024-05-14,Fraud,327.46
CB004076,T0124737,2023-11-29,Fraud,251.62
CB004077,T0035300,2023-03-07,Customer Dispute,182.74
CB004078,T0075083,2023-10-17,Customer Dispute,473.48
CB004079,T0028150,2023-05-27,Duplicate Transaction,86.69
CB004080,T0170587,2024-01-08,Fraud,436.85
CB004081,T0037185,2023-12-22,Customer Dispute,186.11
CB004082,T0163704,2023-09-20,Fraud,136.65
CB004083,T0042056,2023-06-06,Customer Dispute,299.69
CB004084,T0182200,2024-03-01,Fraud,209.97
CB004085,T0079578,2023-09-16,Customer Dispute,430.79
CB004086,T0036643,2023-12-03,Fraud,364.86
CB004087,T0084387,2024-06-25,Duplicate Transaction,237.91
CB004088,T0026817,2024-01-06,Customer Dispute,84.84
CB004089,T0097554,2023-08-14,Customer Dispute,267.91
CB004090,T0168717,2023-04-04,Fraud,429.95
CB004091,T0092268,2023-08-07,Fraud,328.86
CB004092,T0019218,2024-02-05,Fraud,236.37
CB004093,T0012945,2024-04-29,Fraud,143.34
CB004094,T0138785,2023-01-20,Duplicate Transaction,472.01
CB004095,T0101567,2023-05-20,Fraud,19.54
CB004096,T0077206,2023-08-09,Fraud,424.0
CB004097,T0119321,2024-05-23,Customer Dispute,488.3
CB004098,T0041019,2023-11-19,Fraud,355.52
CB004099,T0153248,2023-08-07,Fraud,185.24
CB004100,T0012181,2023-11-13,Fraud,132.37
CB004101,T0010660,2023-09-29,Customer Dispute,340.96
CB004102,T0032501,2024-02-27,Customer Dispute,306.3
CB004103,T0154723,2023-03-01,Fraud,324.33
CB004104,T0174245,2023-09-17,Duplicate Transaction,381.18
CB004105,T0157537,2023-02-18,Fraud,147.54
CB004106,T0035711,2024-02-22,Duplicate Transaction,34.21
CB004107,T0061662,2024-01-18,Customer Dispute,94.93
CB004108,T0144482,2024-01-18,Fraud,327.93
CB004109,T0001225,2023-10-14,Fraud,138.31
CB004110,T0179440,2023-10-28,Fraud,59.11
CB004111,T0140676,2024-01-12,Fraud,272.03
CB004112,T0103970,2023-11-04,Fraud,395.97
CB004113,T0100260,2023-07-18,Customer Dispute,174.51
CB004114,T0104909,2024-06-13,Duplicate Transaction,165.06
CB004115,T0155105,2023-02-05,Fraud,30.59
CB004116,T0020438,2023-10-21,Fraud,329.12
CB004117,T0109378,2023-03-09,Fraud,77.29
CB004118,T0001966,2023-12-10,Fraud,449.68
CB004119,T0171526,2024-03-17,Customer Dispute,326.33
CB004120,T0032897,2023-09-23,Fraud,229.95
CB004121,T0171634,2023-04-20,Fraud,449.36
CB004122,T0040276,2023-11-22,Duplicate Transaction,286.45
CB004123,T0039952,2023-11-02,Fraud,418.36
CB004124,T0104207,2023-02-17,Fraud,366.02
CB004125,T0169595,2023-04-09,Fraud,219.48
CB004126,T0152503,2023-07-24,Customer Dispute,72.82
CB004127,T0009313,2024-04-04,Duplicate Transaction,76.98
CB004128,T0094268,2024-05-11,Duplicate Transaction,129.71
CB004129,T0072616,2023-09-06,Fraud,25.27
CB004130,T0184789,2023-11-16,Customer Dispute,457.83
CB004131,T0037292,2024-04-18,Duplicate Transaction,166.36
CB004132,T0176179,2024-02-07,Fraud,287.16
CB004133,T0158468,2023-11-13,Duplicate Transaction,327.59
CB004134,T0043111,2023-06-06,Fraud,488.43
CB004135,T0119709,2024-01-15,Fraud,224.26
CB004136,T0180697,2023-04-04,Duplicate Transaction,205.31
CB004137,T0051038,2023-10-20,Customer Dispute,307.75
CB004138,T0139709,2023-05-28,Customer Dispute,188.19
CB004139,T0041359,2024-03-23,Customer Dispute,269.76
CB004140,T0121011,2023-02-24,Fraud,107.8
CB004141,T0056711,2023-06-19,Customer Dispute,55.68
CB004142,T0178200,2023-06-25,Fraud,142.02
CB004143,T0171365,2023-11-15,Fraud,453.29
CB004144,T0023240,2024-06-15,Fraud,419.06
CB004145,T0047408,2023-01-28,Duplicate Transaction,72.23
CB004146,T0043244,2023-03-21,Fraud,168.52
CB004147,T0105458,2023-08-22,Fraud,366.93
CB004148,T0123698,2023-05-01,Fraud,202.21
CB004149,T0143515,2023-12-05,Duplicate Transaction,417.58
CB004150,T0041075,2024-03-20,Duplicate Transaction,373.78
CB004151,T0057410,2024-07-05,Customer Dispute,490.68
CB004152,T0135324,2023-02-16,Customer Dispute,342.04
CB004153,T0103594,2023-02-08,Fraud,180.76
CB004154,T0152550,2023-04-23,Duplicate Transaction,10.31
CB004155,T0140411,2023-05-08,Customer Dispute,440.15
CB004156,T0076424,2024-06-04,Fraud,129.19
CB004157,T0053325,2023-09-10,Fraud,424.23
CB004158,T0041256,2023-09-09,Fraud,461.42
CB004159,T0173993,2024-04-16,Customer Dispute,112.46
CB004160,T0006333,2023-09-01,Fraud,275.77
CB004161,T0081612,2023-05-31,Duplicate Transaction,216.33
CB004162,T0048480,2023-07-30,Fraud,30.1
CB004163,T0065809,2024-01-19,Fraud,183.78
CB004164,T0115589,2023-02-09,Customer Dispute,132.97
CB004165,T0183710,2023-12-08,Fraud,33.7
CB004166,T0151177,2024-04-22,Duplicate Transaction,371.68
CB004167,T0061140,2024-03-13,Fraud,65.41
CB004168,T0139251,2023-12-13,Fraud,348.44
CB004169,T0164707,2023-09-18,Fraud,27.22
CB004170,T0188724,2023-06-23,Fraud,257.51
CB004171,T0133868,2023-09-08,Customer Dispute,11.88
CB004172,T0115374,2024-01-09,Fraud,19.65
CB004173,T0031541,2023-04-02,Duplicate Transaction,14.22
CB004174,T0101012,2024-07-06,Fraud,478.61
CB004175,T0000950,2024-06-23,Customer Dispute,291.92
CB004176,T0180582,2024-07-06,Customer Dispute,305.2
CB004177,T0129450,2024-06-16,Customer Dispute,51.58
CB004178,T0107629,2023-10-02,Customer Dispute,418.32
CB004179,T0074066,2023-04-14,Fraud,104.97
CB004180,T0185168,2023-05-01,Fraud,331.95
CB004181,T0076500,2023-05-06,Duplicate Transaction,193.09
CB004182,T0023591,2023-05-05,Customer Dispute,139.64
CB004183,T0016052,2024-02-20,Duplicate Transaction,15.45
CB004184,T0028615,2023-06-17,Customer Dispute,138.69
CB004185,T0016283,2023-08-25,Customer Dispute,167.23
CB004186,T0138994,2023-03-25,Fraud,52.71
CB004187,T0028453,2024-03-25,Customer Dispute,238.41
CB004188,T0191784,2023-03-10,Fraud,222.14
CB004189,T0134424,2023-02-27,Customer Dispute,371.22
CB004190,T0013862,2023-03-29,Fraud,391.18
CB004191,T0060710,2023-07-31,Customer Dispute,85.1
CB004192,T0089028,2023-03-04,Fraud,131.25
CB004193,T0116058,2024-04-30,Fraud,319.11
CB004194,T0131020,2023-10-16,Fraud,21.51
CB004195,T0095347,2024-04-18,Duplicate Transaction,116.51
CB004196,T0190236,2023-11-21,Fraud,292.7
CB004197,T0185712,2023-07-16,Fraud,127.71
CB004198,T0045174,2024-01-29,Duplicate Transaction,39.91
CB004199,T0033637,2024-06-27,Customer Dispute,103.91
CB004200,T0098647,2024-06-25,Customer Dispute,112.79
CB004201,T0120727,2024-05-10,Fraud,90.25
CB004202,T0142201,2024-06-06,Fraud,346.68
CB004203,T0003998,2023-03-12,Fraud,205.83
CB004204,T0165605,2023-08-19,Duplicate Transaction,196.24
CB004205,T0031890,2023-12-03,Fraud,151.16
CB004206,T0025368,2024-06-23,Fraud,63.16
CB004207,T0111239,2023-08-09,Customer Dispute,17.89
CB004208,T0010119,2023-02-06,Duplicate Transaction,175.83
CB004209,T0078520,2023-06-16,Customer Dispute,240.88
CB004210,T0128775,2024-03-21,Duplicate Transaction,169.8
CB004211,T0073365,2023-10-19,Customer Dispute,452.23
CB004212,T0045932,2024-04-10,Fraud,74.0
CB004213,T0108106,2024-01-30,Fraud,84.56
CB004214,T0061151,2023-11-12,Customer Dispute,220.99
CB004215,T0124990,2023-04-19,Fraud,395.51
CB004216,T0006538,2023-05-16,Fraud,461.18
CB004217,T0177874,2023-12-23,Fraud,233.19
CB004218,T0089478,2024-04-19,Customer Dispute,125.29
CB004219,T0086961,2023-10-16,Fraud,126.73
CB004220,T0088652,2024-02-25,Customer Dispute,403.81
CB004221,T0029199,2024-05-20,Fraud,427.37
CB004222,T0010164,2023-10-19,Fraud,114.25
CB004223,T0118566,2023-10-06,Fraud,447.39
CB004224,T0094428,2023-02-17,Customer Dispute,389.25
CB004225,T0089625,2024-01-29,Fraud,194.59
CB004226,T0113981,2023-09-24,Fraud,180.64
CB004227,T0007782,2023-05-01,Customer Dispute,478.7
CB004228,T0111014,2024-03-23,Fraud,283.89
CB004229,T0112968,2023-11-12,Fraud,211.66
CB004230,T0158441,2023-01-31,Fraud,472.59
CB004231,T0178648,2023-08-29,Customer Dispute,316.06
CB004232,T0094697,2023-09-07,Fraud,227.59
CB004233,T0032569,2023-04-12,Customer Dispute,455.12
CB004234,T0170409,2023-05-08,Fraud,383.51
CB004235,T0175957,2023-03-07,Customer Dispute,179.32
CB004236,T0103823,2024-01-25,Duplicate Transaction,266.71
CB004237,T0008296,2023-09-07,Fraud,360.58
CB004238,T0198438,2023-09-08,Fraud,256.08
CB004239,T0145168,2024-04-10,Fraud,335.31
CB004240,T0103159,2023-08-17,Customer Dispute,368.11
CB004241,T0116351,2023-11-30,Customer Dispute,377.17
CB004242,T0060473,2024-01-16,Customer Dispute,294.4
CB004243,T0034109,2023-10-01,Fraud,204.47
CB004244,T0047147,2023-03-19,Fraud,246.58
CB004245,T0015622,2024-06-12,Customer Dispute,264.57
CB004246,T0036227,2023-10-16,Duplicate Transaction,303.59
CB004247,T0059493,2023-02-08,Fraud,149.47
CB004248,T0084706,2023-08-29,Fraud,6.09
CB004249,T0065045,2023-04-20,Customer Dispute,199.05
CB004250,T0066295,2023-11-18,Fraud,35.32
CB004251,T0140419,2023-03-06,Customer Dispute,489.52
CB004252,T0148964,2024-02-16,Customer Dispute,314.1
CB004253,T0069026,2023-09-21,Fraud,162.69
CB004254,T0105858,2023-04-15,Fraud,431.81
CB004255,T0144605,2024-06-04,Duplicate Transaction,160.78
CB004256,T0083011,2023-01-28,Customer Dispute,133.86
CB004257,T0191295,2024-06-17,Customer Dispute,448.45
CB004258,T0135123,2024-04-16,Fraud,220.43
CB004259,T0070236,2024-03-14,Customer Dispute,415.54
CB004260,T0121127,2023-07-11,Fraud,277.29
CB004261,T0160020,2024-06-07,Customer Dispute,450.58
